,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
304,Junior Fullstack Developer לחברת סטארט-אפ בתחום הרפואי,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Fullstack שתצטרף/יצטרף לעשייה שלנו! אנחנו עוסקים בחקר הסרטן, מבצעים מחקרים על החולים הקשים ביותר, ברמות הקשות ביותר. לוקחים את התיאוריה על תרופות והופכים אותה לפרקטיקה למוצרים שמאפשרים טיפול לחולים קריטיים. נמצאים בפיילוט בבית חולים גדול בארץ. לחברה אישור FDA. התפקיד כולל הצטרפות לצוות של 10 מפתחים. נשמח להרחיב בפרטים, שלח/י קורות חיים! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
305,Full Stack Developer,Imomony,Tel Aviv-Yafo,2.4,"If you’re curious, love new technologies and looking to grow and develop yourself in a startup atmosphere, we’re looking just for you, come and join our great team! Responsibilities: Design of the overall architecture of the web application Implementation of a robust set of services and APIs to power the web application Building reusable code and libraries for future use Optimization of the application for maximum speed and scalability Implementation of security and data protection",-1,0,3.3,2.7,3.4,2.4,4.3,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
306,Junior Web Developer לסטארט-אפ בתחום הFintech,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: מפתחים ומפתחות, נשמח שתצטרפו אלינו! אנחנו חברה בתחום הפינטק אשר מפתחת אפליקציית תוסף לדפדפן שמטרתה לעזור למשקיעים פרטיים בבחירת השקעותיהם בשוק ההון. פיתחנו טכנולוגיה שיודעת לזהות המלצות של אנליסטים ולתת דירוג מתאים על פי טיב ההמלצות שלהם בתחום המסחר ועד כמה היו מדוייקים עד כה בהמלצותיהם. מונים 50 עובדים, חברה עם הון אנושי צעיר, יש איזון בית-עבודה. פיתוח PHP ו JS, דפי נחיתה עם Wordpress. כרגע עובדים מהבית, לאחר הקורונה יתאפשר יומיים עבודה מהבית. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
307,Front-End Developer,SuperCom,Tel Aviv-Yafo,-1.0,"DESCRIPTION SuperCom is seeking an enthusiastic, collaborative, highly motivated, and talented Senior Front-End Developer to join our team. We are looking for someone who thrives in a fast-paced environment and welcomes new challenges every day. Responsibilities: Developing new user-facing features using React.js. Building reusable components and front-end libraries for future use. Translating designs and wireframes into high-quality code.",-1,0,3.7,3.8,4.3,3.9,4.2,201 to 500 Employees,Company - Public,Retail & Wholesale,-1,Wholesale,Unknown / Non-Applicable
308,Python Developer,Varonis,Herzliya,4.1,"Summary Data has never been more valuable and vulnerable. As cybercriminals become more sophisticated and regulations become stricter, organizations struggle to answer one key question: “Is my data safe?” At Varonis, we see the world of cybersecurity differently. Instead of chasing threats, we believe that the most practical approach is to protect data from the inside out. We’ve building the industry’s first fully autonomous data security platform to help our customers dramatically reduce risk with minimal human effort. At Varonis, we move fast. We’re an ultra-collaborative company with brilliant people who care deeply about the details. Together, we’re solving interesting and complex puzzles to keep the world’s data safe.",-1,0,4.1,4.1,4.1,3.9,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD)
309,Full Stack Web Developer,Code Oasis,Herzliya,3.8,"We are looking for a Full-Stack web developer! We’re searching for the next stars to join us. Be a part of Open Source group and be open to new and cutting-edge web technologies in varies of challenging products. As a Full Stack WEB Developer, you will: Become a ninja developer as a part of an elite development team. Learn and improve your skills with the best of the industry. Use cutting-edge technologies to build modern web application.",-1,0,4.0,2.5,3.2,3.2,3.5,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
310,Front End Developer,TOMODO,Tel Aviv-Yafo,-1.0,"At TOMODO, every developer is familiar with our entire system. As a front end developer, you will be working on many different projects and challenges simultaneously. You'll build a friendly, cloud based, development environment. Handle cross browsers and cross third party services while mastering dynamic code injections. In addition you'll master the art of performance and scale in ways web developers rarely get to see. At least 3 years of hands-on experience in web client development (JavaScript + HTML + CSS3). Must be familiar with server-side technologies (preferably Python / Ruby). Advanced HTML & CSS skills, cross browser experience.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
311,צוות מפתחי WEB,MalamTeam,Petah Tikva,3.2,למרטנס MALAM TEAM דרוש/ה Web Developer למשרד ממשלתי בירושלים  דרישות: מעל 4 שנים ניסיון בתחום הפיתוח ניסיון בפיתוח Javascript –Client - חובה ניסיון בעבודה עם client side framework - React \ Angular - חובה ניסיון בפיתוח # C ו/או node js - חובה ניסיון בעבודה מול בסיס נתונים כגון: sql server / mongo - חובה ניסיון בפיתוח Client – Responsive web design - יתרון ניסיון בכתיבת unit tests & integration tests - יתרון ניסיון בעבודה במשרדי ממשלה - יתרון,-1,0,2.8,2.4,2.8,2.7,3.7,1001 to 5000 Employees,Company - Public,Information Technology,-1,Information Technology Support Services,Unknown / Non-Applicable
312,Front End Developer,accessiBe,Tel Aviv-Yafo,4.7,"accessiBe is the market leader in web accessibility that makes websites accessible to people with disabilities. accessiBe is more than a workplace, it’s a passion. Each day you’re surrounded by people who share the same goal and values, who work passionately to break down accessibility barriers. We care about all people, regardless of their ability. We hire people that are determined to succeed and who are not afraid of rapid change. Our core values showcase who we are and we strive to focus on excellence and sincerity.  We are looking for an experienced Frontend Developer to join our growing R&D department. You will be responsible for influencing the department's architecture, methodologies, and work protocols. This role is hands-on while being able to learn new things every day and adapting to the company’s growth.     Requirements:  Advantages:",-1,1,4.5,4.6,4.7,4.6,4.5,51 to 200 Employees,Company - Private,Information Technology,2018,Internet & Web Services,Unknown / Non-Applicable
313,Junior Full Stack Web Developer,CPS Jobs,Tel Aviv,2.6,"תחום: A Communications company Jerusalem is looking for a full stack developer   Design and code new web applications Maintain, improve and extend existing code base written in React, Redux, Bootstrap, ASP.net and Web API דרישות:",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
314,BACKEND DEVELOPER,נוביליס מערכות תכנה,Rishon LeẔiyyon,-1.0,"Over 2 years of experience in a position of backend development Proven experience in nodejs and / or python. Experience and understanding of Microservices architecture - an advantage Experience with git and docker - an advantage Ability and experience working in a development team, independent Bachelor's Degree in Computer Science / Computer Engineering / Practical Engineer Bachelor of Computers / Graduates of the IDF Technologies Unit / who have completed advanced courses in information systems - required",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
315,Junior Backend Developer לסטארטאפ מבטיח הנמצא מתחת לרדאר ברמת גן (קו רכבת),Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו סטארט-אפ בהקמה עם פוטנציאל אדיר! גייסנו כבר 10 מליון דולר. הוקמנו על ידי יזמים למודי אקזיטים מוצלחים ומתוקשרים! לא נוכל לספר הרבה על העשייה שלנו כרגע אבל אנחנו נמצאים בשלב מרתק הכולל גיוס של ראשוני וראשונות העובדים/ות לתפקידי מפתח בחברה עם הרבה השפעה מקצה לקצה וחיבור לביזנס. נשמח לצרף מפתח/ת Backend לפיתוח בNodeJS משולב עם מעט Python, מעל Linux, סביבת AWS. עבודה עם Docker/Kubernetes. מדובר באתגר טכנולוגי יוצא דופן ופיתוח של מוצר מאפס. עבודה עם המון דאטה, הטמעת מתודולוגיה והגדרת הסטאק הטכנולוגי. נשמח להכיר מפתחים/ות עם נסיון של שנתיים ומעלה, מלא/ת מוטיבציה ורצון להוביל אותנו קדימה. שלח/י קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,-1,-1,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
316,Junior full-stack Developer לחברת סטארטאפ בתחום האינטרנט של הדברים ברמת גן,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: נשמח לעניין במשרת Junior full-stack Developer למפתח/ת עם נסיון של שנה בפיתוח. התפקיד כולל כתיבת קוד 60% מהזמן לצד הServer בJava והיתר לצד הClient בAngular8. עוסקים בפיתוח פלטפורמת SaaS המאפשרת ניהול תקשורת וקישוריות רציפה, גלובאלית ומאובטחת למכשירי IoT בארגונים. לחברה פטנטים רשומים. מונים 50 עובדים, יושבים במשרדים חדשים ברמת גן וממומנים ב 26 מיליון דולר. נמצאים בתנופת צמיחה משמעותית! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
317,Full Stack / Frontend Developer בחברת סטארט-אפ ממומנת,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: החברה מפתחת מוצר Web מצליח ונמכר. החברה פועלת לשנות את הדרך שבה יוצרי אינטרנט מקצועיים עובדים, ופועלת להגשים את החזון שלה להעצמת יוצרי האינטרנט בכל העולם. המוצר המרכזי הוא פלטפורמת קוד פתוח עבור בוני אתרים, המאפשרת לעצב וליצור אתרי אינטרנט מקצועיים. מוצר החברה נמכר בהיקפים גדולים, לא תלויים במשקיעים. ממוקמים באיזור המרכז- קו רכבת ומשלבים מודל עבודה היברידי. מונים 370 עובדים. מהות התפקיד: פיתוח ב-React מעט לצד ה-Server ב-Node יש אפשר לפיתוח Front בלבד או לשלב מעט Server ב-Node. כפיפות לראש צוות. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
318,Frontend Software Developer בחברת הייטק מצליחה בתחום הOnline,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: החברה מקדמת את אתרי הלוטו הגדולים בעולם, המאפשרים לצרכנים לרכוש כרטיסים ולהשתתף בהגרלות לוטו ללא מגבלות מרחק וגבולות גיאוגרפיים. חברה יציבה הקיימת מעל 20 שנה בתעשייה, עם עשרות אלפי יוזרים בכל העולם. החברה יושבת בתל אביב. משלבים מודל עבודה היברידי. מונים כיום 150 עובדים גלובאלית, מתוכם 75 בישראל. מהות התפקיד: כולל פיתוח בעיקר עם React ועם Node.js, MSSQL, Elastic, Cassandra, Mongo, K8s, Docker, Helm, Gitops. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
319,Fullstack Junior Developer עם נסיון של שנה ומעלה בNet. וAngular לחברת הייטק מבוססת היטב וגלובלית!,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: שלום! אם את/ה בחיפושים אחר אתגר תעסוקתי חדש, נשמח שתצטרף/י לצוות שלנו של 4 מפתחי Fullstack, הפיתוח עם דגש לצד הServer בNet. ומעט Net Core., עבודה בסביבת SQL Server, Web API. לצד הקליינט מפתחים בAngular10. אנחנו מבוססים ויציבים, נמצאים בבעלות פרטית, ועובדים עם מגוון רחב של לקוחות ברחבי העולם. עוסקים בפיתוח מערכת לניהול תהליכים ואופטימיזציה של תקשורת עם לקוחות ומציעים גם שירותי אנליזה ופתרונות מותאמים ללקוחות ענק. בארץ אנחנו 100 אנשים (ליד קו רכבת-תל אביב) ועוד רבים בעולם. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
320,Front-End Web Developer,FrontStory,Tel Aviv-Yafo,4.2,"We are looking for an experienced Front-End Web Developer to join our Web team Responsibilities will include bridging the gap between the visual elements and the server-side infrastructure, taking an active role on both sides, defining how our web applications look and function and lead the technology in the web department. PRIMARY RESPONSIBILITIES Optimize our products for maximum speed and scalability Own, plan and execute various roadmap projects including effort estimations  Requirements:",-1,1,4.1,4.1,4.3,4.2,4.4,1 to 50 Employees,Company - Private,Media & Communication,2012,Publishing,Unknown / Non-Applicable
321,Junior Python Developer לחברת בת של חברה גלובלית בתחום ה-Building Automation,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: חברה גלובלית, מובילה בעולם בתחום של Building Automation, טכנולוגיה לבניינים בעיקר לחברות גלובליות. מונים 500 עובדים בקבוצה כולה, 4 בחברה הזו שאחראים על נושא החדשנות והמצאת מערכות ומוצרים חדשים. יושבים בת""א קו רכבת, ניתן לשלב עבודה מהבית. הפיתוח נעשה ב-Python. הזדמנות להיות חלק מחברה צעירה ומצליחה מאוד ולהשתלב בתפקיד מאתגר עם מגוון אפשרויות ללמוד ולהתפתח מקצועית. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
322,Frontend Engineer,ironSource,Tel Aviv-Yafo,4.2,"Unity is seeking a highly skilled and passionate Front-end Developer to join our dynamic team in creating an amazing product displayed on mobile devices and reaching millions of users worldwide. As a React Developer, you will play an important role in leading the development of our cutting-edge product, utilizing your expertise in web development and react to ensure an exceptional user experience. We use the coolest, most advanced technology out there to make it super innovative and exciting! If you are an ambitious React Developer who thrives in a fast-paced and collaborative environment and are passionate about creating world-class mobile web experiences, we would love to hear from you. Join our A - team and let’s do great things together.  Requirements:  Role:  Business Unit: Engineering",-1,1,4.0,3.8,4.1,4.0,3.9,501 to 1000 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable
323,Backend Engineer,Digital Turbine,Petah Tikva,4.0,"At Digital Turbine, we make mobile advertising experiences more meaningful and rewarding for users, app publishers, and advertisers — intelligently connecting people in more ways, across more devices. We provide app publishers and advertisers with powerful ads and experiences that captivate consumers, fuel performance, and help telecoms and OEMs supercharge awareness, acquisition, and monetization. In a rapidly evolving industry, we are constantly innovating and creating better paths of discovery to connect consumers, publishers, and advertisers across the mobile ecosystem.  This is a unique opportunity to join a highly-skilled team of engineers, working on the core systems of a massive production operation and solving complex logical and technological challenges that directly impact the company’s success.",-1,1,3.7,3.8,4.0,3.5,4.1,501 to 1000 Employees,Company - Public,Information Technology,1998,Computer Hardware Development,$1 to $5 billion (USD)
324,Backend Engineer,Quantum Machines,Tel Aviv-Yafo,4.7,"Quantum Machines is the global leader in control systems for quantum computing, providing the hardware and software tools researchers and businesses need in order to build quantum computers from the ground up. We are pushing the envelope in a field on the verge of exponential growth, bringing about opportunities like those made possible with the invention of classical computing 50 years ago. We are assembling the strongest team of professionals in the world with the goal of revolutionizing how quantum computers are built and controlled while accelerating their arrival. Come join a multi-disciplinary world-class team and work on a new class of problems at the cutting-edge of technology, science, and business. We are looking for an experienced Backend Developer to join our core team and help us build our flagship product, a breakthrough control system for quantum computers.",-1,1,4.4,4.6,4.6,4.7,3.6,51 to 200 Employees,Company - Private,Information Technology,2018,Computer Hardware Development,Unknown / Non-Applicable
325,Front End / Full Stack Developer - Freelance for 3 months,Razor Labs,Tel Aviv-Yafo,-1.0,"Razor-labs is leading the industry 4.0 revolution by leveraging deep-learning expertise to make machines smarter. The interface between algorithms, a rich technical stack and complex hardware data makes the challenges our super talented engineers face super interesting. If you are a star full stack engineer that wants to challenge yourself in working with best-in-class algorithm experts then Razor-Labs is the place for you. Our engineers take full responsibility for their domain, and are expected to lead it and own it. We’re seeking a Full Stack Developer to: Plan, design & develop a new cloud-based platform.  Requirements:",-1,1,3.5,2.6,2.9,2.7,3.1,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
326,Junior Python Developer לחברה מצליחה בתחום הData,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים מפתח/ת Python. הסביבה הטכנולוגית כוללת Docker, Kubernetes, Machine Learning. החברה מושקעת על ידי קרן השקעות מצליחה. מונים 12 עובדים ויושבים בתל אביב קו רכבת (עבודה בעיקר מהמשרדים). מציעים שכר גבוה וכמובן אתגר משמעותי! דרישות המשרה: נסיון של שנה בפיתוח Python תואר טכנולוגי",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
327,Backend Engineer,Stampli,Tel Aviv-Yafo,4.2,"We are looking for talented and motivated engineers to join our team here at Stampli who can hit the ground running and take our product to the next level, as we scale up and develop our business in our target markets. The Engineers who are building our product work across the stack, always willing to go the extra mile to deliver the highest quality software. As a developer for Stampli, you are building the technology today that will redefine the way companies communicate internally and with each other about their business transactions We are located in Tel Aviv next to Azrieli Center.  The Role:  Requirements:",-1,1,4.1,4.3,4.2,4.2,4.2,51 to 200 Employees,Company - Private,Financial Services,2015,Financial Transaction Processing,Unknown / Non-Applicable
328,Full Stack Developer,Dragontail Systems,Ramat Gan,-1.0,"Dragontail Systems is the leading B2B company of revolutionary optimization software for the food and delivery industry with global presence. Recently joined YUM! Brands, a company with over 52,000 restaurants in more than 150 countries and territories primarily operating the company’s restaurant brands – KFC, Pizza Hut, Taco Bell and The Habit Burger Grill. As a Full Stack Software Engineer you will be a key member of the development team. You are an accomplished back-end developer and you spend also part of your time solving UI/UX challenges making great end to end solutions. You are expected to help design and deliver components and applications . You will own your code from design through implementation and test automation, delivering high quality and valued software.  Requirements:",-1,1,5.0,3.5,4.5,5.0,4.5,51 to 200 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
329,Front-End Developer,Mccann,Tel Aviv-Yafo,3.4,"A Bit About Us We are an ever-evolving company, driven by our passion for video. We’ve grown from a small start-up to a thriving business, and have been a part of the biggest global ad agency for ten years. Our main priority is maintaining our fun and determined environment and keeping our employees engaged in their work. We need people that are as passionate about video and the ad tech industry. If you are ambitious, hardworking, and motivated, we want to get to know you!   Requirements:  Sub Company: Primis",-1,1,3.1,3.1,3.2,2.9,3.2,10000+ Employees,Subsidiary or Business Segment,Media & Communication,1912,Advertising & Public Relations,Unknown / Non-Applicable
330,Junior Java Developer לחברת הייטק פרטית בתחום הבטחוני,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו פועלים כבר מעל עשור, יציבים וממומנים! עוסקים בפיתוח תוכנה ובפרט תוכנה לשליטה ובקרה (שו""ב). החברה פיתחה מערכות תשתית לנושאי שליטה ובקרה, ועל בסיסן פיתחה החברה מרכזי שליטה ובקרה ייעודיים. התפקיד כולל פיתוח ב Java. עבודה עם Linux, Microservices, Spring, Kubernetes, Docker. דרישות המשרה: נסיון של שנתיים בפיתוח Java",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
331,Backend Developer,Moon Active,Tel Aviv-Yafo,4.6,"Moon Active is one of the world's fastest-growing mobile game companies, providing entertainment to millions of active users across the universe. The company is headquartered in the heart of Tel Aviv. We're looking for a talented Backend Developer to join our amazing R&D growing team. Our engineering team is responsible for building complex, high-scale, real-time systems, working closely with other parts of the business to support the marketing activities for our popular games. We are looking for a strong developer with some practical experience, and the drive and enthusiasm to succeed in a demanding and professional team environment. Responsibilities",-1,0,4.4,4.7,4.6,4.4,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2011,Internet & Web Services,Unknown / Non-Applicable
332,Junior Full stack Developer בחברת Start Up שמפתחת מערכת בקרת איכות אוטונומית,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: אנחנו מגייסים Junior Full stack Developer למשפחה! מדובר בחברה שמפתחת מערכת בקרת איכות אוטונומית לזיהוי פגמים בתהליך הייצור. זו טכנולוגיה ייחודית הכוללת שימוש ב-Machine Learning, Computer Vision. המצלמה החכמה מתוקנת במפעלי ייצור, ופסי יצור והיא יודעת לבחון תוך כדי תנועה את החלקים השונים שנעים על הפס, ותוך הרצת אלגוריתמי AI ו- CV הבנה איזה חלקים הם עם פגמים ואיזה חלקים טובים. המוצר יודע לחסוך מיליוני דולרים בפס הייצור לחברות. החברה ממוקמת ברמת גן על קו רכבת ועובדת במודל היברידי. נשמח לקבל את קורות החיים שלך! דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,-1,-1,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
333,Junior Developer בחברת סטארטפ ממומנת היטב בתחום ה-Cyber Security,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: הוקמו ב-2021 וגייסו 13M דולר. מפתחים מערכת שמגינה על משקיעים במטבעות וירטואליים מפני פריצות. המערכת מבצעת ניתוח סיכונים אוטומטי, עוקבת אחר שינויים בשוק בזמן אמת ומצילה כספים שעומדים להיגנב על ידי אקרים. מונים 25 עובדים, יושבים באזור השרון, עובדים במודל היברידי של יומיים מהבית. מהות התפקיד: תפקיד כחלק מצוות, כפוף לראש צוות, פיתוח ב-Python וב-Typescript בחלוקה דינמית לפי הצורך. עובדים עם AWS, MongoDB, Kubernetes. דרישות המשרה: תואר ראשון טכנולוגי",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
334,Junior Algorithm Developer בחברת סטארט-אפ צעירה בתל אביב,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: הזדמנות להכנס לתחום הDeep Learning ללא נסיון קודם! חברת סטארט-אפ בתחילת דרכה מגייסת מפתח/ת אלגוריתמים. החברה מונה כיום 20 עובדים ובצמיחה, 50% מהעובדים הינם חוקרים מובילים! מפתחים טכנולוגיה שמאפשרת לפתוח חדרי ישיבות וירטואלים ולקיים פגישות. עובדים עם הטכנולוגיות הכי מתקדמות בתחום הבינה המלאכותית והתלת מימד. שלחו קורות חיים ונהיה בקשר! דרישות המשרה: נסיון של שנה בפיתוח אלגוריתמים בתחום של Computer Vision",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
335,Junior Developer,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: היי לכולם, אנחנו נמצאים בעת של שינויים כך שזה טבעי לרצות גם שינוי אצלך. אם מעניין אותך לפתח מוצר בעולם המסחר באינטרנט, נשמח להכיר אותך. יש לנו גב כלכלי איתן, אנחנו כ-10 עובדים, קיימים מזה שנתיים, שומרים על איזון בית-עבודה. נשמח שתצטרפ/י אלינו. דרישות המשרה: נסיון של שנה בפיתוח Node/ Go נסיון בשפת פיתוח נוספת",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
336,Junior Java Developer לחברת סטארט-אפ מצליחה המתפתחת ומבוססת מערכת AI למינוף נתונים,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: הפלטפוטרמה שלנו מבוססת AI, מסייעת לחברות לזהות בעיות בכל מה שקשור ל-Diversity ו-Inclusion בחברה. המערכת של החברה ממנפת את הנתונים הקיימים מפלטפורמות ה-SaaS של הלקוחות שלה, כדי לזהות בעזרתם הטיה לא מודעת בתהליכי הגיוס. בעקבות הנתונים מתבצעת הסקת מסקנות ותובנות שמסייעות לחברה המגייסת לבצע תהליכי גיוס הוגנים יותר, ולשפר את אחוזי ה-Diversity בחברה. החברה מונה שמונה אנשים בארץ (מרכז הפיתוח בארץ) , ועוד 10 עובדים בחו""ל שעוסקים בעיקר במכירות ושירות לקוחות. ה-Stack הטכנולוגי שלהם כולל - Java, AWS , Microservices, Rest API, SQL ,Gradle, Maven. הזדמנות מדהימה להשתלב אצלנו, הגישו קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
337,Full Stack Developer בחברת סטארט-אפ בתחום זיהוי פנים ו-AI,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: מדובר בחברה המפתחת טכנולוגיה המבוססת AI לזיהוי פנים שמונעת גניבת זהויות. המוצר העיקרי כיום הוא פלטפורמה ליצירת תוכן וידאו מתמונות סטילס, תחום שתופס תאוצה בשנים האחרונות ובעל שימושים רבים. החברה ממוקמת בתל אביב- קו רכבת, משלבת מודל עבודה היברידי ומונה 50 עובדים. מהות התפקיד: כניסה לצוות קיים, דיווח לראש צוות. פיתוח Full Stack עם נטייה ל-Frontend ב-React. ה-Backend כתוב ב-NodeJS, TypeScript. עבודה על AWS, Microservices. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
338,Junior Computer Vision Developer,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: סטארט-אפ צעיר בתחום ה-Agritech מעניק הזדמנות טובה ופותח תקן Junior בתחום הCV! החברה שמה לעצמה כמטרה את צמצום הפחת בשרשרת האספקה של הפירות והירקות ופיתחה פלטפורמה ייחודית המאפשרת בקרת איכות אוטומטית וניתוח דאטה ברמה שלא הייתה אפשרית עד כה בעולם. המערכת, הכוללת יכולת בדיקה אוטומטית המבוססת על ניתוח תמונה ולימוד מכונה, מבצעת אוטומציה לכל תהליך איסוף המידע ובכך חוסכת זמן ועלויות, משפרת את איכות הבדיקה, יוצרת סטנדרטים אחידים ועוזרת בקבלת החלטות מבוססות-דאטה לאורך כל שרשרת האספקה. כ10 עובדים, ממוקמים בראשון לציון - שלחו קורות חיים!",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
339,Full Stack / Frontend Developer בחברת סטארט-אפ ממומנת,Gotfriends,Tel Aviv-Yafo,4.8,"מיקום: ת""א והמרכז תיאור המשרה: החברה מפתחת מוצר Web מצליח ונמכר. החברה פועלת לשנות את הדרך שבה יוצרי אינטרנט מקצועיים עובדים, ופועלת להגשים את החזון שלה להעצמת יוצרי האינטרנט בכל העולם. המוצר המרכזי הוא פלטפורמת קוד פתוח עבור בוני אתרים, המאפשרת לעצב וליצור אתרי אינטרנט מקצועיים. מוצר החברה נמכר בהיקפים גדולים, לא תלויים במשקיעים. ממוקמים באיזור המרכז- קו רכבת ומשלבים מודל עבודה היברידי. מונים 370 עובדים. מהות התפקיד: פיתוח ב-React מעט לצד ה-Server ב-Node יש אפשר לפיתוח Front בלבד או לשלב מעט Server ב-Node. כפיפות לראש צוות. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,-1,-1,-1,-1
