,title,employer,location,rating,description,salary_estimate,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue
507,Node.js developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for an experienced backend node.js developer, with advanced understanding in JavaScript and scalable solutions. Required skills At least 1 year of experience in node.js backend development At least 2 years in Javascript development Experience in: Node.js, streams, clusters, express, web workers, etc. B.A. in Computer Science / Software Engineering from a recognized academic institution.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
508,Backend Developer,Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D As a Backend Developer at Albert, you will be working closely with our research and algorithmics teams to constantly make Albert smarter. Responsibilities: Albert is a robust, cloud-based artificial intelligence platform that plugs into a marketer’s existing tech stack and operates it – planning, building and optimizing huge paid digital marketing campaigns (enterprise scale). The only system of its kind in the world, it is an autonomous AI that is the result of 8 years of development by a team of 80 data scientists and engineers. Albert processes and analyzes audience and tactic data at scale, making optimization decisions, and extracting useful and actionable insights for our clients.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
509,"Python Software Development Engineer - Graviton, AWS - Annapurna Labs",Annapurna Labs LTD,Tel Aviv-Yafo,3.8 ,"Bsc in Computer Science/Electrical Engineering 5+ years of experience as an automation developer Experience in programming with Python & Bash Experience in developing infrastructure 5+ years of experience in embedded systems testing SW/HW Experience in working with GIT Experience in working with Linux Ability to work independently Annapurna Labs, an Amazon company, plays a significant role in AWS's success by developing Graviton servers. Graviton servers are ARM-based processors that provide better performance and cost-effectiveness for running various compute-intensive applications on the cloud.  As a Python Software Development Engineer in our team, you will be responsible for the Graviton servers' software quality. That includes setting up and maintenance of lab and cloud environments, writing test-plans, automating them and troubleshooting issues. You will take part in designing, developing, and maintaining our automation frameworks and will work closely with developers to ensure the timely delivery of high-quality Graviton servers to our customers.  In this team, you will solve difficult technical problems, work on test frameworks, test tools, and test case automation for large components. You will build and apply solutions that assess and mitigate quality risks on the Graviton servers.   https://www.youtube.com/watch?v=AaYNwOh90Pg&t=2090s https://aws.amazon.com/ec2/graviton/  Key job responsibilities In this highly technical position, the Python Software Engineer will have strong scripting abilities in python to write tests to constantly check the functionality of the Graviton servers' software. Experience coding in python and testing embedded systems are both key to success. You are able to function as a significant autonomous contributor, providing consistently high quality work, and maintainable code. You will apply software testing techniques and assess the testability of components/features built by development teams  We are open to hiring candidates to work out of one of the following locations:  Tel Aviv, ISR",-1,0,3.8,3.8,3.6,3.4,3.3,10000+ Employees,Company - Public,Information Technology,1994,Internet & Web Services,$10+ billion (USD)
510,Junior Software Developer,Altair,Israel,4.3 ,"Junior Software Developer System Engineering Israel Design the Tomorrow. Every day. We are on a mission of taking the world into a new future, connecting it, and enabling new ways of seeing it. By the power of curiosity and passion, using technology, and in full partnership - we lead change day by day. Our vision is built by individuals, connected to one another. We are in the business of creating our own reality when it’s the daily effort that counts – for an exciting future, one we wish to live in.",-1,0,4.0,4.2,4.2,4.0,4.2,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
511,Backend Software Developer,Invaya,Herzliya,3.3 ,Job Description: Developing large scale enterprise cloud SaaS solutions Be involved in the full life-cycle of product development from concept to deliverables  Required Skills: Experienced in writing production-grade code Experience with distributed systems and multi-threaded applications Experience in building complex highly scalable systems Programming in a linux environment Experience with micro-services deployment models A solid understanding of databases and large-scale data processing frameworks,-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
512,Frontend Software Developer בחברת הייטק מצליחה בתחום הOnline,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה מקדמת את אתרי הלוטו הגדולים בעולם, המאפשרים לצרכנים לרכוש כרטיסים ולהשתתף בהגרלות לוטו ללא מגבלות מרחק וגבולות גיאוגרפיים. חברה יציבה הקיימת מעל 20 שנה בתעשייה, עם עשרות אלפי יוזרים בכל העולם. החברה יושבת בתל אביב. משלבים מודל עבודה היברידי. מונים כיום 150 עובדים גלובאלית, מתוכם 75 בישראל. מהות התפקיד: כולל פיתוח בעיקר עם React ועם Node.js, MSSQL, Elastic, Cassandra, Mongo, K8s, Docker, Helm, Gitops. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
513,Backend Software Developer - Israel,ART Medical,Netanya,4.7 ,"ART MEDICAL is a well-funded medical startup, developing cutting-edge technologies for ICU patients. Our smART+™ platform is an intelligent, sensor-based feeding system for critical care patients that aims to prevent life-threatening, in-hospital complications, such as ventilator-associated pneumonia, malnutrition, and acute kidney injury. With the introduction of Nutrition Management 2.0™ to critical care patient scoring systems, the smART+™ platform monitors, analyzes and prevents malnutrition and gastric aspiration in real time. By providing optimal nutritional care and achieving up to 100% feeding efficiency, the smART+™ platform improves the standard of care and helps ICU patients recover faster. We are looking for a Backend Software Developer to join our interdisciplinary group of software, firmware, and hardware engineers.",-1,0,4.5,4.2,4.6,4.4,4.3,Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
514,Junior Software Developer בחברת הייטק מצוינת ברעננה,Gotfriends,Central,4.8 ,"מיקום: השרון תיאור המשרה: אנחנו מגייסים מפתח/ת Java Junior! הזדמנות להצטרף לחברת הייטק מצוינת המפתחת פלטפורמה להפצת אפליקציות מובייל וניטור תוכן ונכסים לתחום של פרסומות בוידאו. גייסו עד כה למעלה מ13 מליון דולר. מונים 90 עובדים גלובלית, בארץ 40. התפקיד כולל עבודה עם טכנולוגיות Big Data (Spark, Hadoop), AWS, Microservice ועוד טכנולוגיות מעניינות. אנחנו מחפשים מפתח/ת Junior שרוצה להשפיע ואוהב/ת אתגרים! שלח/י קורות חיים. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
515,AI Python Developer לחברה בתל אביב,AMBITION,Tel Aviv-Yafo,3.9 ,"AI Python Developer לחברה בתל אביב AI Python Developer לחברה בתל אביב Strong proficiency in the Python programming language, 2-3 years of experience. Solid understanding of software development principles, concepts, and best practices. Experience in developing and maintaining frameworks such as Pandas, NumPy and Matplotlib. Familiarity with Git.",-1,0,4.2,4.0,4.3,4.2,4.2,201 to 500 Employees,Company - Public,Human Resources & Staffing,1999,HR Consulting,$25 to $100 million (USD)
516,Student developer / support person,Typemock,Israel,-1,09/03/2022   To participate in development and support of company products which are aimed for professional developers.  Job requirements:  Experience in programming in C# and / or C++  Desire and ability to solve problems  Experience in installation and configuration of different software products,-1,0,2.6,3.1,2.6,2.8,3.3,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
517,Backend Software Engineer - Air Platform,Oski Technology,Israel,4.6 ,"NVIDIA has been redefining computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s an outstanding legacy of innovation that’s motivated by extraordinary technology —and amazing people. NVIDIA is looking for an experienced Python Developer to join our Air team – the Digital Twin for Data Center Simulation web application. To learn more, visit https://air.nvidia.com. As a Python Developer, you will be responsible for designing, developing, and maintaining our web applications. This position offers the opportunity to have a real impact in an influential, technology-focused company impacting product lines that power the most advanced data centers in the world. We have crafted a team of outstanding people, whose mission is to push the frontiers of what is possible today and define the platform for the future of data center simulation and design. What you'll be doing:",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
518,Frontend Software Engineer,ISI,Yehud,4.3 ,"We’re looking for a senior Angular developer to join our AI Lab. Responsibilities Develop our next generation intelligence systems Research new technologies and solutions for our next generation systems Analyze and solve difficult problems across the system, working closely with our AI researchers, UI/UX Team and QA specialists. Required Skills B.Sc. in Computer Science/Software Engineering or equivalent",-1,0,4.3,3.8,4.3,4.0,4.8,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
519,Software Engineer - Agent Team - Identity and Network Access,Microsoft,Tel Aviv-Yafo,4.3 ,"It’s a rare opportunity to develop new products, especially large and strategic investments in a well-established organization. If you’ve been waiting for that kind of opportunity to come along, this may be the career opportunity for you.  The Identity and Network Access team is searching for software engineers across all disciplines, who can define, build, and evolve heavily integrated platforms at scale. Our team is part of the Security organization in Microsoft and is responsible for bringing networking, identity, and security together. In these times, where working from anywhere has never been more important, it is our set of services that enables people around the world to stay productive every day, while still meeting companies’ security and compliance needs. Our cloud services are built to solve these challenges for our customers in a seamless and integrated stack as we constantly push ourselves to stay at the cutting edge of the industry.                          Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",-1,0,4.1,4.1,4.3,3.9,4.1,10000+ Employees,Company - Public,Information Technology,1975,Computer Hardware Development,$10+ billion (USD)
520,Frontend developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for a junior Front-end developer with as 1 year of experience of Web development technologies. Required skills Deep understanding in Javascript language (ECMAscript 6). Experience in HTML, CSS, supporting browsers and platforms and Responsive programming for tablet and mobile web apps. Experience in one the following languages: PHP, C #, Ruby, Python – Advantage.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
521,Fullstack Developer,Optimove,Tel Aviv-Yafo,4.3 ,"Optimove is a global marketing tech company, recognized as a Leader by Forrester and a Challenger by Gartner. We work with some of the world's most exciting brands, such as Papa John's, Staples, and Entain, who love our thought-provoking combination of art and science. With a strong product, a proven business, and the DNA of a vibrant, fast-growing startup, we're on the cusp of our next growth spurt. It's the perfect time to join our team of ~400 thinkers and doers across NYC, LDN, TLV, and other locations, where 2 of every 3 managers were promoted from within. Growing your career with Optimove is basically guaranteed. Responsibilities: Build, optimize, and improve the mobile SDKs",-1,0,4.4,4.0,4.5,4.4,4.4,201 to 500 Employees,Company - Private,Information Technology,2009,Internet & Web Services,Unknown / Non-Applicable
522,Backend Software Development Engineer,Munters,Petah Tikva,3.8 ,Did you know that we facilitate over half of the world’s lithium battery production? And that 1 out of 7 meals worldwide have been produced in facilities equipped with our climate control? Munters has been a pioneer of sustainable air treatment solutions since 1955. Today our technology is more relevant than ever and is mission-critical for the production of medicine to the running of data centers. Together we work to support our customers in creating a healthier planet. Come work for us and be a part of this exciting journey. Did you know that we facilitate over half of the world’s lithium battery production? And that 1 out of 7 meals worldwide have been produced in facilities equipped with our climate control? Munters has been a pioneer of sustainable air treatment solutions since 1955. Today our technology is more relevant than ever and is mission-critical for the production of medicine to the running of data centers. Together we work to support our customers in creating a healthier planet. Come work for us and be a part of this exciting journey.  Munters Israel is looking for an experienced BackEnd Developer  What will you do?,-1,0,3.5,3.7,3.7,3.2,3.7,1001 to 5000 Employees,Company - Public,Manufacturing,1955,Machinery Manufacturing,$500 million to $1 billion (USD)
523,Python Backend Developer,Dynamic Yield,Tel Aviv-Yafo,4.0 ,"About Our Backend Developer Dynamic Yield, by Mastercard, is on the lookout for an exceptional Backend Developer focused on constructing better, more efficient programs and inspiring teams to build innovative and inspiring end-user experiences. The role requires a mind for collaboration, a motivated spirit, and the experience to repeatedly innovate solutions. Dynamic Yield prides itself on its ability to deliver top shelf services to clients; our Senior Backend Developer must be able to design and implement real time systems that work at scale and at real-time. Dynamic Yield is a company rooted in collaboration and creativity and is looking for excellence, the ability to effectively communicate through multiple channels, and high-functioning interpersonal skills - all are critical for this role's success.",-1,1,3.8,3.7,3.8,3.8,3.8,51 to 200 Employees,Company - Private,Information Technology,2011,Internet & Web Services,Unknown / Non-Applicable
524,React Developer- Herzliya,code value,Herzliya,3.9 ,"About The Position CodeValue is looking for an experienced React Developer to join our R&D team. WHY should you JOIN OUR TEAM: At CodeValue you will lead the way to be in the most cutting edge technologies, with our elite development team, you will help our customers to be at the forefront of their fields. What’s the job? Building our main web application and products for millions of consumers.",-1,0,3.8,2.8,3.7,3.8,4.0,51 to 200 Employees,Company - Public,Information Technology,2010,Software Development,Unknown / Non-Applicable
525,React + Node.JS Developer,ריל קומרס,Tel Aviv-Yafo,-1,"תיאור המשרה !RealCommerce is growing and looking for React + Node.JS Developer About us ? RealCommerce develops top-end websites, mobile apps and dynamic digital solutions for leading organizations. From an order approval to a project delivery, we are committed to your product, your budget and the project time line. דרישות התפקיד 2 + years of experience in software development - must. At least 2 years of experience in client-side development, using the advanced versions of React + NodeJS - must. Experience working with React Native - required. Experience in building a Rest API based on a Web API - required. Experience working with JavaScript - required. Full control of HTML, CSS - required. Experience in backend technologies - an advantage.",-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1
526,Frontend Developer,BMC Software,Tel Aviv-Yafo,4.1 ,Basic Information Country Israel State NA City Tel Aviv Date Published,-1,0,3.9,4.1,4.1,3.8,4.0,5001 to 10000 Employees,Company - Private,Information Technology,1980,Enterprise Software & Network Solutions,$1 to $5 billion (USD)
527,Junior Full Stack Web Developer,CPS Jobs,Tel Aviv,2.6 ,"תחום: A Communications company Jerusalem is looking for a full stack developer   Design and code new web applications Maintain, improve and extend existing code base written in React, Redux, Bootstrap, ASP.net and Web API דרישות:",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
528,Software Engineer,Innovid,Tel Aviv-Yafo,4.4 ,"Innovid (NYSE:CTV) powers advertising delivery, personalization, measurement and outcomes across linear, CTV and digital for the world's largest brands. Through a global infrastructure that enables cross-platform ad serving, data-driven creative, and currency-grade measurement, Innovid offers its clients always-on intelligence to optimize advertising investment across channels, platforms, screens, and devices. Innovid is an independent platform that leads the market in converged TV innovation, through proprietary technology and exclusive partnerships designed to reimagine TV advertising. Headquartered in New York City, Innovid serves a global client base through offices across the Americas, Europe, and Asia Pacific. To learn more, visit innovid.com or follow us on LinkedIn or Twitter. We have a developer-centric culture, practice continuous deployment and no code ownership, and deal daily with the most advanced technologies and methodologies in software development, high scalability, and fully automated and tested pipelines. We're looking for top-notch, passionate developers to be part of our world-class R&D team. If you think you can handle a wide range of technologies, pushing code to production several times a day, working on a different part of our product code with every new task you getת and using the best practices in the industry? please contact us!",-1,0,3.9,3.9,4.5,4.2,4.5,201 to 500 Employees,Company - Public,Information Technology,2007,Internet & Web Services,$25 to $100 million (USD)
529,Backend Software Developer,ART MEDICAL Ltd,Netanya,4.7 ,"Our smART+™ platform is a sensor-based feeding system for intensive care unit (ICU) patients. It aims to prevent life-threatening complications such as ventilator-associated pneumonia, malnutrition, and acute kidney injury. We recently introduced Nutrition Management 2.0™, which is a comprehensive, guideline-driven approach that aims to improve nutrition while reducing feeding complications. Combined with our smART+™ platform, it monitors, analyzes, and prevents malnutrition and gastric aspirations in real time. By improving nutrition and achieving 100% feeding efficiency, the smART+™ platform greatly reduces hospital-acquired complications and speeds up ICU patient recovery. We are looking for a Backend Software Developer to join our interdisciplinary group of software, firmware, and hardware engineers.  Requirements:",-1,1,4.5,4.2,4.6,4.4,4.3,Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
530,Frontend Software Engineer - Air Platform,NVIDIA,Israel,4.6 ,"NVIDIA has been redefining computer graphics, PC gaming, and accelerated computing for more than 25 years. It’s an outstanding legacy of innovation that’s motivated by extraordinary technology —and amazing people. NVIDIA is looking for an experienced UI/UX Angular Developer to join our Air team – the Digital Twin for Data Center Simulation web application. To learn more, visit https://air.nvidia.com. As a UI/UX Front End Angular Developer, you will be tasked with designing and building interactive and feature-rich interfaces for the Air simulation platform that will help shape the user experience of our innovative software. This position offers the opportunity to have a real impact in an influential, technology-focused company impacting product lines that power the most advanced data centers in the world. We have crafted a team of outstanding people, whose mission is to push the frontiers of what is possible today and define the platform for the future of data center simulation and design.",-1,0,4.4,4.5,4.5,4.3,4.1,10000+ Employees,Company - Public,Information Technology,1993,Computer Hardware Development,$5 to $10 billion (USD)
531,Frontend Developer & Instructor,abra Web & Mobile,Ramat Gan,4.1 ,"We are seeking a talented and experienced Frontend Developer with a passion for teaching to join our dynamic team. In our division, we specialize in building advanced web and mobile systems for a wide range of clients, including startups, large companies, and government organizations. In this role, you will primarily be responsible for frontend development tasks, while also dedicating approximately 30% of your time to delivering lectures and conducting training sessions in the field of web development. The ideal candidate will have a strong technical background in frontend development and excellent communication skills to effectively impart knowledge to students and junior developers.  Requirements:  Responsibilities:",-1,1,4.3,3.7,4.3,4.4,4.4,501 to 1000 Employees,Company - Public,Information Technology,2020,Information Technology Support Services,Unknown / Non-Applicable
532,junior C# developer,CPS Jobs,Tel Aviv,2.6 ,"תחום: A security company developing cutting edge IoT technology in the security field is looking for a juniorC#.developer דרישות:   Bachelor's degree in Computer Science / Software Engineering-must 2-4 years of C# development experience -must Client-server system development experience-must Multi-threading on Windows platform-must Hands-on experience with Microsoft technologies, specifically: .NET, C#, SQL Server, Windows server Hands-on experience with communication protocols, specifically: JSON/XML, TCP/IP, UDP, sockets, WCF Experience with WPF- Big advantage Hands-on experience with C++ – Big Advantage Experience with Command & Control Systems- Big advantage security clearance- advantage",-1,0,3.0,1.8,2.3,2.5,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable
533,Front End / Full Stack Developer - Freelance for 3 months,Razor Labs,Tel Aviv-Yafo,-1,"Razor-labs is leading the industry 4.0 revolution by leveraging deep-learning expertise to make machines smarter. The interface between algorithms, a rich technical stack and complex hardware data makes the challenges our super talented engineers face super interesting. If you are a star full stack engineer that wants to challenge yourself in working with best-in-class algorithm experts then Razor-Labs is the place for you. Our engineers take full responsibility for their domain, and are expected to lead it and own it. We’re seeking a Full Stack Developer to: Plan, design & develop a new cloud-based platform.  Requirements:",-1,1,3.5,2.6,2.9,2.7,3.1,51 to 200 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
534,C# Software Engineer,Gini Apps,Herzliya,-1,"Gini-Apps is growing and looking for skilled Software Developer to join our esteemed team. As a Software Developer, you will play a pivotal role in designing, crafting, and enhancing the infrastructure of our PC applications, which support a diverse line of Products Responsibilities: Design, develop, and optimize backend applications, cloud-based services, and APIs for our PC applications supporting various products. Write clean, scalable code and conduct thorough testing, including embedded system testing.  Requirements:",-1,1,4.6,3.2,4.6,3.8,4.0,1 to 50 Employees,Company - Public,-1,-1,-1,Unknown / Non-Applicable
535,Back End Engineer (NodeJS),FORTVISION,Tel Aviv-Yafo,3.9 ,"FORTVISION’s Backend Engineering group, where our software engineers shape the architecture of our backend microservices. Due to our high scale, we run our production clusters across multiple data centers and cloud vendors, managing an ecosystem of more than hundreds microservices, handling daily traffic of about 50 million users. This introduces unique distributed system challenges of synchronization, performance, testing, and monitoring while working with cutting edge technologies. Our developer-centric approach places responsibility, ownership, and trust on each developer on their path to production. Our culture is transparent, highly technical, and agile. Responsibilities: You are an awesome, curious, motivated developer with at least 2 years’ experience using server-side technologies in a web environment. You have an in-depth understanding of NodeJS, AWS and know functional programming principles. You care about design and microservices architecture, take responsibility and can work independently.",-1,0,4.0,4.2,4.1,4.0,4.1,Unknown,Company - Private,-1,-1,-1,Unknown / Non-Applicable
536,Software Developer - DIFA Platform,Veeva Systems,Tel Aviv-Yafo,4.0 ,"Veeva Systems is a mission-driven organization and pioneer in industry cloud, helping life sciences companies bring therapies to patients faster. As one of the fastest-growing SaaS companies in history, we surpassed $2B in revenue in our last fiscal year with extensive growth potential ahead. At the heart of Veeva are our values: Do the Right Thing, Customer Success, Employee Success, and Speed. We’re not just any public company – we made history in 2021 by becoming a public benefit corporation (PBC), legally bound to balancing the interests of customers, employees, society, and investors. As a Work Anywhere company, we support your flexibility to work from home or in the office, so you can thrive in your ideal environment. Join us in transforming the life sciences industry, committed to making a positive impact on its customers, employees, and communities. The Role: A backend engineer in the DIFA Platform team. In charge of developing and maintaining backend components. Cooperate with the entire development team and PM to deliver end-to-end features of SaaS.",-1,0,3.9,3.7,4.0,3.7,3.8,5001 to 10000 Employees,Company - Public,Information Technology,2007,Enterprise Software & Network Solutions,$1 to $5 billion (USD)
537,Node.js developer,eternitech,Tel Aviv-Yafo,1.0 ,"Position description Eternitech is looking for an experienced backend node.js developer, with advanced understanding in JavaScript and scalable solutions. Required skills At least 1 year of experience in node.js backend development At least 2 years in Javascript development Experience in: Node.js, streams, clusters, express, web workers, etc. B.A. in Computer Science / Software Engineering from a recognized academic institution.",-1,0,1.0,1.0,1.0,1.0,1.0,1 to 50 Employees,Company - Private,-1,1993,-1,$5 to $25 million (USD)
538,Backend Developer,Albert Technologies,Tel Aviv-Yafo,3.5 ,"Tel Aviv – R&D As a Backend Developer at Albert, you will be working closely with our research and algorithmics teams to constantly make Albert smarter. Responsibilities: Albert is a robust, cloud-based artificial intelligence platform that plugs into a marketer’s existing tech stack and operates it – planning, building and optimizing huge paid digital marketing campaigns (enterprise scale). The only system of its kind in the world, it is an autonomous AI that is the result of 8 years of development by a team of 80 data scientists and engineers. Albert processes and analyzes audience and tactic data at scale, making optimization decisions, and extracting useful and actionable insights for our clients.",-1,0,3.0,3.2,3.4,3.2,3.2,1 to 50 Employees,Company - Public,-1,-1,-1,$1 to $5 million (USD)
539,"Python Software Development Engineer - Graviton, AWS - Annapurna Labs",Annapurna Labs LTD,Tel Aviv-Yafo,3.8 ,"Bsc in Computer Science/Electrical Engineering 5+ years of experience as an automation developer Experience in programming with Python & Bash Experience in developing infrastructure 5+ years of experience in embedded systems testing SW/HW Experience in working with GIT Experience in working with Linux Ability to work independently Annapurna Labs, an Amazon company, plays a significant role in AWS's success by developing Graviton servers. Graviton servers are ARM-based processors that provide better performance and cost-effectiveness for running various compute-intensive applications on the cloud.  As a Python Software Development Engineer in our team, you will be responsible for the Graviton servers' software quality. That includes setting up and maintenance of lab and cloud environments, writing test-plans, automating them and troubleshooting issues. You will take part in designing, developing, and maintaining our automation frameworks and will work closely with developers to ensure the timely delivery of high-quality Graviton servers to our customers.  In this team, you will solve difficult technical problems, work on test frameworks, test tools, and test case automation for large components. You will build and apply solutions that assess and mitigate quality risks on the Graviton servers.   https://www.youtube.com/watch?v=AaYNwOh90Pg&t=2090s https://aws.amazon.com/ec2/graviton/  Key job responsibilities In this highly technical position, the Python Software Engineer will have strong scripting abilities in python to write tests to constantly check the functionality of the Graviton servers' software. Experience coding in python and testing embedded systems are both key to success. You are able to function as a significant autonomous contributor, providing consistently high quality work, and maintainable code. You will apply software testing techniques and assess the testability of components/features built by development teams  We are open to hiring candidates to work out of one of the following locations:  Tel Aviv, ISR",-1,0,3.8,3.8,3.6,3.4,3.3,10000+ Employees,Company - Public,Information Technology,1994,Internet & Web Services,$10+ billion (USD)
540,Junior Software Developer,Altair,Israel,4.3 ,"Junior Software Developer System Engineering Israel Design the Tomorrow. Every day. We are on a mission of taking the world into a new future, connecting it, and enabling new ways of seeing it. By the power of curiosity and passion, using technology, and in full partnership - we lead change day by day. Our vision is built by individuals, connected to one another. We are in the business of creating our own reality when it’s the daily effort that counts – for an exciting future, one we wish to live in.",-1,0,4.0,4.2,4.2,4.0,4.2,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
541,Backend Software Developer,Invaya,Herzliya,3.3 ,Job Description: Developing large scale enterprise cloud SaaS solutions Be involved in the full life-cycle of product development from concept to deliverables  Required Skills: Experienced in writing production-grade code Experience with distributed systems and multi-threaded applications Experience in building complex highly scalable systems Programming in a linux environment Experience with micro-services deployment models A solid understanding of databases and large-scale data processing frameworks,-1,0,2.7,3.0,3.3,2.5,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable
542,Frontend Software Developer בחברת הייטק מצליחה בתחום הOnline,Gotfriends,Tel Aviv-Yafo,4.8 ,"מיקום: ת""א והמרכז תיאור המשרה: החברה מקדמת את אתרי הלוטו הגדולים בעולם, המאפשרים לצרכנים לרכוש כרטיסים ולהשתתף בהגרלות לוטו ללא מגבלות מרחק וגבולות גיאוגרפיים. חברה יציבה הקיימת מעל 20 שנה בתעשייה, עם עשרות אלפי יוזרים בכל העולם. החברה יושבת בתל אביב. משלבים מודל עבודה היברידי. מונים כיום 150 עובדים גלובאלית, מתוכם 75 בישראל. מהות התפקיד: כולל פיתוח בעיקר עם React ועם Node.js, MSSQL, Elastic, Cassandra, Mongo, K8s, Docker, Helm, Gitops. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
543,Backend Software Developer - Israel,ART Medical,Netanya,4.7 ,"ART MEDICAL is a well-funded medical startup, developing cutting-edge technologies for ICU patients. Our smART+™ platform is an intelligent, sensor-based feeding system for critical care patients that aims to prevent life-threatening, in-hospital complications, such as ventilator-associated pneumonia, malnutrition, and acute kidney injury. With the introduction of Nutrition Management 2.0™ to critical care patient scoring systems, the smART+™ platform monitors, analyzes and prevents malnutrition and gastric aspiration in real time. By providing optimal nutritional care and achieving up to 100% feeding efficiency, the smART+™ platform improves the standard of care and helps ICU patients recover faster. We are looking for a Backend Software Developer to join our interdisciplinary group of software, firmware, and hardware engineers.",-1,0,4.5,4.2,4.6,4.4,4.3,Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
544,AI Python Developer לחברה בתל אביב,AMBITION,Tel Aviv-Yafo,3.9 ,"AI Python Developer לחברה בתל אביב AI Python Developer לחברה בתל אביב Strong proficiency in the Python programming language, 2-3 years of experience. Solid understanding of software development principles, concepts, and best practices. Experience in developing and maintaining frameworks such as Pandas, NumPy and Matplotlib. Familiarity with Git.",-1,0,4.2,4.0,4.3,4.2,4.2,201 to 500 Employees,Company - Public,Human Resources & Staffing,1999,HR Consulting,$25 to $100 million (USD)
545,Junior Software Developer בחברת הייטק מצוינת ברעננה,Gotfriends,Central,4.8 ,"מיקום: השרון תיאור המשרה: אנחנו מגייסים מפתח/ת Java Junior! הזדמנות להצטרף לחברת הייטק מצוינת המפתחת פלטפורמה להפצת אפליקציות מובייל וניטור תוכן ונכסים לתחום של פרסומות בוידאו. גייסו עד כה למעלה מ13 מליון דולר. מונים 90 עובדים גלובלית, בארץ 40. התפקיד כולל עבודה עם טכנולוגיות Big Data (Spark, Hadoop), AWS, Microservice ועוד טכנולוגיות מעניינות. אנחנו מחפשים מפתח/ת Junior שרוצה להשפיע ואוהב/ת אתגרים! שלח/י קורות חיים. דרישות המשרה:",-1,0,4.1,4.6,4.1,4.5,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable
