title,employer,location,rating,easy_apply,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,company_size,company_type,company_sector,company_founded,company_industry,company_revenue,age,district,python_keyword,ai_keyword,java_keyword,javascript_keyword,c++_keyword,react_keyword,sql_keyword,aws_keyword,git_keyword
(Data) Analyst,Discount Bank,Rishon LeẔiyyon,4,1,4,3,4,4,4.0,51 to 200 Employees,Company - Private,Management & Consulting,-1,Business Consulting,Unknown / Non-Applicable,-1,Central,0,1,0,0,0,0,0,0,0
Developer,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,1,0
(Data) Analyst,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
(Data) Analyst,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,1,0,0,0,0,0,1,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,1,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,1,0
Engineer,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Other,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,1
Engineer,,Israel,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Developer,uPress,Holon,-1,0,-1,-1,-1,-1,-1.0,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,0,0,1,1,0,0,0,0,0
Developer,Ideo digital,Tel Aviv,3,0,2,2,1,1,3.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,1,0,1,1,0,0
Developer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,1,0,0,0,0,0,0
Developer,Unleash,Tel Aviv,3,1,3,3,3,3,3.5,51 to 200 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Genoox,Tel Aviv,5,0,4,3,5,4,5.0,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,1,1,0,0,0,0,0
Developer,My Mobile,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Toonimo,Tel Aviv,5,0,5,4,5,5,4.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,AppCard,Hod HaSharon,3,0,3,3,3,3,3.2,1 to 50 Employees,Company - Public,Information Technology,-1,Computer Hardware Development,$5 to $25 million (USD),-1,Central,1,0,0,0,0,0,0,0,0
Developer,YKM,Tel Aviv,2,0,3,3,2,3,3.4,1 to 50 Employees,Company - Private,Information Technology,-1,Information Technology Support Services,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,0,0,0,0,1
Developer,90min.com,Tel Aviv,3,0,3,3,3,3,4.1,201 to 500 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,ESN Global Media,Ramat Gan,4,1,4,3,4,3,3.9,51 to 200 Employees,Company - Private,Media & Communication,2012,Advertising & Public Relations,Unknown / Non-Applicable,11,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Intango,Tel Aviv,4,0,3,3,4,3,4.5,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,MalamTeam,Petah Tikva,3,0,2,2,2,2,3.7,1001 to 5000 Employees,Company - Public,Information Technology,-1,Information Technology Support Services,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,1,0,0
Developer,abra Web & Mobile,Ramat Gan,4,1,4,3,4,4,4.4,501 to 1000 Employees,Company - Public,Information Technology,2020,Information Technology Support Services,Unknown / Non-Applicable,3,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,90min.com,Tel Aviv,3,0,3,3,3,3,4.1,201 to 500 Employees,Company - Private,Media & Communication,2011,Publishing,Unknown / Non-Applicable,12,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,PRIMIS,Tel Aviv,4,0,4,3,3,3,3.2,51 to 200 Employees,Company - Private,Media & Communication,2007,Advertising & Public Relations,Unknown / Non-Applicable,16,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Invaya,Herzliya,3,0,2,3,3,2,2.6,51 to 200 Employees,Company - Private,Transportation & Logistics,2010,Taxi & Car Services,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,0,1,0,0
Developer,קבוצת כלמוביל,Rosh Ha`Ayin,3,0,3,3,3,3,4.2,501 to 1000 Employees,Company - Private,Retail & Wholesale,-1,Vehicle Dealers,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,1,0,0,1
Developer,InspHire,Ramat Gan,5,1,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Management & Consulting,2017,Business Consulting,Unknown / Non-Applicable,6,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,InspHire,Tel Aviv,5,1,-1,-1,-1,-1,-1.0,1 to 50 Employees,Company - Private,Management & Consulting,2017,Business Consulting,Unknown / Non-Applicable,6,Tel Aviv,1,0,0,0,0,1,0,0,0
Developer,Altair,Israel,4,0,4,4,4,4,4.2,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,0,0,0,0
Developer,accessiBe,Tel Aviv,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2018,Internet & Web Services,Unknown / Non-Applicable,5,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Ideo digital,Tel Aviv,3,0,2,2,1,1,3.0,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,1
Other,YozmaTech,Herzliya,5,0,5,5,5,4,5.0,51 to 200 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,0,0,1,0,0,0
Developer,Devalore,Petah Tikva,3,0,4,3,3,3,3.9,51 to 200 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable,13,Central,0,1,1,1,0,1,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,Unknown,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,0,0,0,0,0
Other,,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,1,0,1,1,0,1
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Gotfriends,Israel,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Developer,eternitech,Tel Aviv,1,0,1,1,1,1,1.0,1 to 50 Employees,Company - Private,Unknown,1993,Unknown,$5 to $25 million (USD),30,Tel Aviv,1,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,0,0,0,0
Developer,Cuma Financial,Tel Aviv,5,0,5,5,5,5,5.0,1 to 50 Employees,Company - Private,Unknown,2017,Unknown,Unknown / Non-Applicable,6,Tel Aviv,1,1,0,0,0,0,0,0,0
Developer,Albert Technologies,Tel Aviv,3,0,3,3,3,3,3.2,1 to 50 Employees,Company - Public,Unknown,-1,Unknown,$1 to $5 million (USD),-1,Tel Aviv,1,1,0,0,0,1,0,0,1
Developer,Zencity,Tel Aviv,4,1,3,3,4,3,4.2,51 to 200 Employees,Company - Private,Information Technology,2016,Information Technology Support Services,$5 to $25 million (USD),7,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,SMSEdge,Tel Aviv,1,0,1,1,1,1,2.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,1,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Imomony,Tel Aviv,2,0,3,2,3,2,4.3,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,SuperCom,Tel Aviv,-1,0,3,3,4,3,4.2,201 to 500 Employees,Company - Public,Retail & Wholesale,-1,Wholesale,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Varonis,Herzliya,4,0,4,4,4,3,4.0,1001 to 5000 Employees,Company - Public,Information Technology,2005,Software Development,$100 to $500 million (USD),18,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Code Oasis,Herzliya,3,0,4,2,3,3,3.5,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,TOMODO,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,1,0,1,1,0,0,0,0,0
Other,MalamTeam,Petah Tikva,3,0,2,2,2,2,3.7,1001 to 5000 Employees,Company - Public,Information Technology,-1,Information Technology Support Services,Unknown / Non-Applicable,-1,Central,0,0,1,1,0,1,1,0,0
Developer,accessiBe,Tel Aviv,4,1,4,4,4,4,4.5,51 to 200 Employees,Company - Private,Information Technology,2018,Internet & Web Services,Unknown / Non-Applicable,5,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,1,0,0,0
Developer,נוביליס מערכות תכנה,Rishon LeẔiyyon,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,1,0,0,0,0,0,0,0,1
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,Unknown,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,1,0,1
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,1,0,0
Developer,FrontStory,Tel Aviv,4,1,4,4,4,4,4.4,1 to 50 Employees,Company - Private,Media & Communication,2012,Publishing,Unknown / Non-Applicable,11,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,0,0
Engineer,ironSource,Tel Aviv,4,1,4,3,4,4,3.9,501 to 1000 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable,13,Tel Aviv,0,0,0,0,0,1,0,0,0
Engineer,Digital Turbine,Petah Tikva,4,1,3,3,4,3,4.1,501 to 1000 Employees,Company - Public,Information Technology,1998,Computer Hardware Development,$1 to $5 billion (USD),25,Central,0,0,0,0,0,0,0,0,1
Engineer,Quantum Machines,Tel Aviv,4,1,4,4,4,4,3.6,51 to 200 Employees,Company - Private,Information Technology,2018,Computer Hardware Development,Unknown / Non-Applicable,5,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Razor Labs,Tel Aviv,-1,1,3,2,2,2,3.1,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,0,0
Engineer,Stampli,Tel Aviv,4,1,4,4,4,4,4.2,51 to 200 Employees,Company - Private,Financial Services,2015,Financial Transaction Processing,Unknown / Non-Applicable,8,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Dragontail Systems,Ramat Gan,-1,1,5,3,4,5,4.5,51 to 200 Employees,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Mccann,Tel Aviv,3,1,3,3,3,2,3.2,10000+ Employees,Subsidiary or Business Segment,Media & Communication,1912,Advertising & Public Relations,Unknown / Non-Applicable,111,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,0,0,0,0,0,0
Developer,Moon Active,Tel Aviv,4,0,4,4,4,4,3.9,1001 to 5000 Employees,Company - Private,Information Technology,2011,Internet & Web Services,Unknown / Non-Applicable,12,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,Unknown,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,1,0,0,0,1,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,1,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Gotfriends,Israel,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Israel,0,0,0,0,0,0,0,0,0
Developer,Techtalent חברת Headhunting והשמה,Tel Aviv,-1,0,-1,-1,-1,-1,-1.0,Unknown,Company - Public,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,AMBITION,Tel Aviv,3,0,4,4,4,4,4.2,201 to 500 Employees,Company - Public,Human Resources & Staffing,1999,HR Consulting,$25 to $100 million (USD),24,Tel Aviv,1,1,0,0,0,0,0,0,1
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,ironSource,Tel Aviv,4,1,4,3,4,4,3.9,501 to 1000 Employees,Company - Private,Information Technology,2010,Computer Hardware Development,Unknown / Non-Applicable,13,Tel Aviv,0,1,0,0,0,0,0,1,0
Developer,Duda,Tel Aviv,4,0,3,4,4,4,4.4,51 to 200 Employees,Company - Private,Information Technology,2009,Internet & Web Services,Unknown / Non-Applicable,14,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,1,0
Student/Intern,Typemock,Israel,-1,0,2,3,2,2,3.3,1 to 50 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Israel,0,1,0,0,1,0,0,0,0
Developer,"אפ קארד פיתוח בע""מ",Southern,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Southern,1,0,0,0,0,0,0,0,0
Developer,Kornit Digital,Rosh Ha`Ayin,3,1,4,3,3,3,3.8,501 to 1000 Employees,Company - Public,Manufacturing,2002,Textile & Apparel Manufacturing,$100 to $500 million (USD),21,Central,0,1,0,0,0,0,0,0,1
Developer,"סיטיפיי בע""מ",Southern,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Southern,0,0,1,1,0,0,1,0,0
Developer,Guesty,Tel Aviv,4,1,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,3,3.8,51 to 200 Employees,Company - Private,Information Technology,2013,Computer Hardware Development,Unknown / Non-Applicable,10,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,CPS Jobs,Tel Aviv,2,0,3,1,2,2,3.6,1 to 50 Employees,Company - Private,Human Resources & Staffing,-1,HR Consulting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,abra,Petah Tikva,4,1,4,2,3,4,4.0,51 to 200 Employees,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,0,1,1,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,Unknown,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,1,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,1,1,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,קווליטסט,Raanana,3,0,3,3,3,3,3.7,1001 to 5000 Employees,Company - Private,Information Technology,1997,Information Technology Support Services,Unknown / Non-Applicable,26,Central,1,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,1,0,0,0,1,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,1,0,0,0,0,0,1,1,0
Engineer,FORTVISION,Tel Aviv,3,0,4,4,4,4,4.1,Unknown,Company - Private,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,1,0,0,0,0,0,0,0
Engineer,"אפ קארד פיתוח בע""מ",Raanana,-1,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Central,0,1,1,1,0,1,0,0,1
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,1,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Tel Aviv,0,0,1,1,0,1,0,0,0
Developer,Novidea,Netanya,3,1,3,3,3,3,3.3,51 to 200 Employees,Company - Private,Information Technology,-1,Software Development,Unknown / Non-Applicable,-1,Central,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,LS TECHNOLOGIES,Petah Tikva,3,0,3,4,4,4,4.4,201 to 500 Employees,Company - Private,Aerospace & Defense,2000,Aerospace & Defense,$25 to $100 million (USD),23,Central,0,0,0,0,0,0,0,0,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
Developer,Altair,Israel,4,0,4,4,4,4,3.7,51 to 200 Employees,Unknown,Human Resources & Staffing,-1,Staffing & Subcontracting,Unknown / Non-Applicable,-1,Israel,0,1,0,0,0,1,0,1,0
Developer,Gotfriends,Tel Aviv,4,0,-1,-1,-1,-1,-1.0,Unknown,Unknown,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,Tel Aviv,0,0,0,0,0,0,0,0,0
